#,PAIR,AMOUNT,PRICE,FEE,FEE PERC,FEE CURRENCY,DATE,ORDER ID
289339496,ETH/USD,-1,284.65,-0.5693,0.20%,USD,05-09-18 06:57:01,16349371820
289339495,ETH/USD,-1,284.65,-0.5693,0.20%,USD,05-09-18 06:57:01,16349371820
289339336,ETH/USD,-4.399995,284.59518311,-2.50443477,0.20%,USD,05-09-18 06:55:21,16349320312
289339348,ETH/USD,-111.39452394,284.5,-63.38348412,0.20%,USD,05-09-18 06:55:21,16349320312
289339327,ETH/USD,-1.5,284.73,-0.85419,0.20%,USD,05-09-18 06:55:21,16349320312
289339343,ETH/USD,-181.457,284.50730401,-103.25168373,0.20%,USD,05-09-18 06:55:21,16349320312
289339338,ETH/USD,-0.973,284.57,-0.55377322,0.20%,USD,05-09-18 06:55:21,16349320312
289339328,ETH/USD,-1.5,284.65,-0.85395,0.20%,USD,05-09-18 06:55:21,16349320312
289339324,ETH/USD,-10.552912,284.77,-6.0103055,0.20%,USD,05-09-18 06:55:21,16349320312
289339326,ETH/USD,-1,284.74,-0.56948,0.20%,USD,05-09-18 06:55:21,16349320312
289339334,ETH/USD,-5,284.61,-2.8461,0.20%,USD,05-09-18 06:55:21,16349320312
289339322,ETH/USD,-13.487,284.83,-7.68300442,0.20%,USD,05-09-18 06:55:21,16349320312
289339331,ETH/USD,-6.27441489,284.64655176,-3.57198113,0.20%,USD,05-09-18 06:55:21,16349320312
289339325,ETH/USD,-12,284.76,-6.83424,0.20%,USD,05-09-18 06:55:21,16349320312
289339341,ETH/USD,-1,284.55,-0.5691,0.20%,USD,05-09-18 06:55:21,16349320312
289339337,ETH/USD,-21,284.59,-11.95278,0.20%,USD,05-09-18 06:55:21,16349320312
289339345,ETH/USD,-1.499995,284.50528796,-0.85351302,0.20%,USD,05-09-18 06:55:21,16349320312
289339340,ETH/USD,-12.96116917,284.55665662,-7.37637393,0.20%,USD,05-09-18 06:55:21,16349320312
289339333,ETH/USD,-0.499995,284.62086743,-0.28461802,0.20%,USD,05-09-18 06:55:21,16349320312
289339329,ETH/USD,-12,284.65,-6.8316,0.20%,USD,05-09-18 06:55:21,16349320312
289339347,ETH/USD,-0.499995,284.50528796,-0.28450244,0.20%,USD,05-09-18 06:55:21,16349320312
289339323,ETH/USD,-1,284.8,-0.5696,0.20%,USD,05-09-18 06:55:21,16349320312
289339227,ETH/USD,-1,284.66,-0.56932,0.20%,USD,05-09-18 06:54:51,16349304016
289339220,ETH/USD,-25.1,284.73,-14.293446,0.20%,USD,05-09-18 06:54:51,16349304016
289339213,ETH/USD,-1.12,284.88,-0.6381312,0.20%,USD,05-09-18 06:54:51,16349304016
289339228,ETH/USD,-0.04,284.63,-0.0227704,0.20%,USD,05-09-18 06:54:51,16349304016
289339210,ETH/USD,-1.5,284.94,-0.85482,0.20%,USD,05-09-18 06:54:51,16349304016
289339219,ETH/USD,-8.90789506,284.78781556,-5.07371995,0.20%,USD,05-09-18 06:54:51,16349304016
289339217,ETH/USD,-1,284.83,-0.56966,0.20%,USD,05-09-18 06:54:51,16349304016
289339211,ETH/USD,-1.5,284.93,-0.85479,0.20%,USD,05-09-18 06:54:51,16349304016
289339209,ETH/USD,-22.5547845,284.98,-12.85532497,0.20%,USD,05-09-18 06:54:51,16349304016
289339222,ETH/USD,-181.457,284.6809111,-103.31468817,0.20%,USD,05-09-18 06:54:51,16349304016
289339208,ETH/USD,-1,285.03,-0.57006,0.20%,USD,05-09-18 06:54:51,16349304016
289339230,ETH/USD,-6.6813689,284.62086743,-3.80331402,0.20%,USD,05-09-18 06:54:51,16349304016
289339225,ETH/USD,-33,284.67,-18.78822,0.20%,USD,05-09-18 06:54:51,16349304016
289339226,ETH/USD,-1.41095962,284.66,-0.80328753,0.20%,USD,05-09-18 06:54:51,16349304016
289339216,ETH/USD,-12.5,284.84,-7.121,0.20%,USD,05-09-18 06:54:51,16349304016
289339207,ETH/USD,-12,285.12,-6.84288,0.20%,USD,05-09-18 06:54:51,16349304016
289339224,ETH/USD,-14.45497698,284.67223609,-8.22986124,0.20%,USD,05-09-18 06:54:51,16349304016
289339215,ETH/USD,-9.51101494,284.87766581,-5.41895147,0.20%,USD,05-09-18 06:54:51,16349304016
289339212,ETH/USD,-1.5,284.93,-0.85479,0.20%,USD,05-09-18 06:54:51,16349304016
289339206,ETH/USD,-13.762,285.12,-7.84764288,0.20%,USD,05-09-18 06:54:51,16349304016
289212460,ETH/USD,-13.96304818,286.02,-7.98742208,0.20%,USD,04-09-18 18:46:53,16328292423
289212455,ETH/USD,-1.8619363,286.08,-1.06532547,0.20%,USD,04-09-18 18:46:53,16328292423
289212462,ETH/USD,-1.67681689,286,-0.95913926,0.20%,USD,04-09-18 18:46:53,16328292423
289212452,ETH/USD,-12.82841423,286.15,-7.34170146,0.20%,USD,04-09-18 18:46:53,16328292423
289212461,ETH/USD,-181.364,286.01,-103.74383528,0.20%,USD,04-09-18 18:46:53,16328292423
289212453,ETH/USD,-24.24860396,286.11,-13.87553616,0.20%,USD,04-09-18 18:46:53,16328292423
289212449,ETH/USD,-3.48985325,286.19,-1.9975222,0.20%,USD,04-09-18 18:46:53,16328292423
289212459,ETH/USD,-181.457,286.02027361,-103.80076158,0.20%,USD,04-09-18 18:46:53,16328292423
289212456,ETH/USD,-0.06607784,286.08,-0.0378071,0.20%,USD,04-09-18 18:46:53,16328292423
289212448,ETH/USD,-6.9797065,286.19,-3.99504441,0.20%,USD,04-09-18 18:46:53,16328292423
289212454,ETH/USD,-0.93096815,286.1,-0.53269998,0.20%,USD,04-09-18 18:46:53,16328292423
289212451,ETH/USD,-1.74492662,286.17,-0.9986913,0.20%,USD,04-09-18 18:46:53,16328292423
289212457,ETH/USD,-1,286.06,-0.57212,0.20%,USD,04-09-18 18:46:53,16328292423
289212450,ETH/USD,-13.959413,286.19,-7.99008881,0.20%,USD,04-09-18 18:46:53,16328292423
289212444,ETH/USD,-1.74502589,286.2,-0.99885282,0.20%,USD,04-09-18 18:46:53,16328292423
289212443,ETH/USD,-7.16302194,286.2,-4.10011376,0.20%,USD,04-09-18 18:46:53,16328292423
289212440,ETH/USD,-1.5,286.3,-0.8589,0.20%,USD,04-09-18 18:46:53,16328292423
289212435,ETH/USD,-8.7019895,286.34324418,-4.98351181,0.20%,USD,04-09-18 18:46:53,16328292423
289212432,ETH/USD,-1.5,286.41,-0.85923,0.20%,USD,04-09-18 18:46:53,16328292423
289212445,ETH/USD,-3.49005178,286.2,-1.99770564,0.20%,USD,04-09-18 18:46:53,16328292423
289212428,ETH/USD,-1,286.54,-0.57308,0.20%,USD,04-09-18 18:46:53,16328292423
289212441,ETH/USD,-15,286.23,-8.5869,0.20%,USD,04-09-18 18:46:53,16328292423
289212436,ETH/USD,-1,286.34,-0.57268,0.20%,USD,04-09-18 18:46:53,16328292423
289212433,ETH/USD,-9.51101494,286.35,-5.44695826,0.20%,USD,04-09-18 18:46:53,16328292423
289212447,ETH/USD,-4.47094723,286.19,-2.55908078,0.20%,USD,04-09-18 18:46:53,16328292423
289212429,ETH/USD,-0.04,286.53,-0.0229224,0.20%,USD,04-09-18 18:46:53,16328292423
289212446,ETH/USD,-6.98010356,286.2,-3.99541128,0.20%,USD,04-09-18 18:46:53,16328292423
289212438,ETH/USD,-9.56503024,286.32129884,-5.47734376,0.20%,USD,04-09-18 18:46:53,16328292423
289212431,ETH/USD,-1.5,286.49,-0.85947,0.20%,USD,04-09-18 18:46:53,16328292423
289212439,ETH/USD,-12,286.31,-6.87144,0.20%,USD,04-09-18 18:46:53,16328292423
289212430,ETH/USD,-15,286.51,-8.5953,0.20%,USD,04-09-18 18:46:53,16328292423
289212442,ETH/USD,-0.26205,286.21,-0.15000266,0.20%,USD,04-09-18 18:46:53,16328292423
289122805,ETH/BTC,-0.5,0.03887,-0.086529,-,USD,04-09-18 13:23:35,16317133363
289122800,ETH/BTC,-6.2508,0.03891,-3.60583649,-,USD,04-09-18 13:23:35,16317133363
289122802,ETH/BTC,-20.40816326,0.03889,-11.77265306,-,USD,04-09-18 13:23:35,16317133363
289122804,ETH/BTC,-0.04,0.038871,-0.0230744,-,USD,04-09-18 13:23:35,16317133363
289122798,ETH/BTC,-46.392,0.038924,-26.76168912,-,USD,04-09-18 13:23:35,16317133363
289122807,ETH/BTC,-62.98196066,0.03885,-10.89953215,-,USD,04-09-18 13:23:35,16317133363
289122791,ETH/BTC,-4.57368922,0.038977,-2.63837836,-,USD,04-09-18 13:23:35,16317133363
289122797,ETH/BTC,-8.7,0.038926,-5.018682,-,USD,04-09-18 13:23:35,16317133363
289122806,ETH/BTC,-0.0205,0.038867,-0.01182563,-,USD,04-09-18 13:23:35,16317133363
289122793,ETH/BTC,-20.40816326,0.038953,-11.77265306,-,USD,04-09-18 13:23:35,16317133363
289122803,ETH/BTC,-0.5,0.038881,-0.28843,-,USD,04-09-18 13:23:35,16317133363
289122789,ETH/BTC,-10.20408163,0.03898,-5.88632653,-,USD,04-09-18 13:23:35,16317133363
289122799,ETH/BTC,-4.6,0.03892,-2.653556,-,USD,04-09-18 13:23:35,16317133363
289122790,ETH/BTC,-25.043,0.038978,-14.44630498,-,USD,04-09-18 13:23:35,16317133363
289122801,ETH/BTC,-46.307,0.038899,-26.71265602,-,USD,04-09-18 13:23:35,16317133363
289122796,ETH/BTC,-1.092724,0.038927,-0.63034877,-,USD,04-09-18 13:23:35,16317133363
289122792,ETH/BTC,-20.40707002,0.038964,-11.77202241,-,USD,04-09-18 13:23:35,16317133363
289122788,ETH/BTC,-220.96798975,0.03898,-127.46759457,-,USD,04-09-18 13:23:35,16317133363
289122795,ETH/BTC,-0.3461122,0.038933,-0.19965828,-,USD,04-09-18 13:23:35,16317133363
289122794,ETH/BTC,-0.256746,0.038949,-0.1481065,-,USD,04-09-18 13:23:35,16317133363
289093433,ETH/BTC,0.0588,0.039693,-0.03442975,-,USD,04-09-18 12:14:17,16317117157
289093432,ETH/BTC,0.68449784,0.039688,-0.40080087,-,USD,04-09-18 12:14:17,16317117157
289093430,ETH/BTC,16,0.039684,-9.36864,-,USD,04-09-18 12:14:17,16317117157
289093429,ETH/BTC,5.05050506,0.039677,-2.95727273,-,USD,04-09-18 12:14:17,16317117157
289093435,ETH/BTC,14.75288829,0.039703,-8.63840621,-,USD,04-09-18 12:14:17,16317117157
289093434,ETH/BTC,10.10252804,0.0397,-5.91543427,-,USD,04-09-18 12:14:17,16317117157
289093428,ETH/BTC,2.52525253,0.039677,-1.47863637,-,USD,04-09-18 12:14:17,16317117157
289093431,ETH/BTC,10.10356151,0.039687,-5.91603941,-,USD,04-09-18 12:14:17,16317117157
289093425,ETH/BTC,72.309,0.039673,-42.33981186,-,USD,04-09-18 12:14:17,16317117157
289093427,ETH/BTC,0.51434156,0.039676,-0.30116756,-,USD,04-09-18 12:14:17,16317117157
289093426,ETH/BTC,0.35,0.039673,-0.204939,-,USD,04-09-18 12:14:17,16317117157
289093411,ETH/BTC,0.04016108,0.039636,-0.02351592,-,USD,04-09-18 12:14:17,16317117157
289093390,ETH/BTC,0.21,0.039592,-0.1229634,-,USD,04-09-18 12:14:17,16317117157
289093385,ETH/BTC,5,0.039579,-2.9277,-,USD,04-09-18 12:14:17,16317117157
289093420,ETH/BTC,5.2,0.039663,-3.044808,-,USD,04-09-18 12:14:17,16317117157
289093403,ETH/BTC,0.0588,0.039614,-0.03442975,-,USD,04-09-18 12:14:17,16317117157
289093380,ETH/BTC,6.66632276,0.039572,-3.90339863,-,USD,04-09-18 12:14:17,16317117157
289093398,ETH/BTC,0.04523908,0.039608,-0.02648929,-,USD,04-09-18 12:14:17,16317117157
289093419,ETH/BTC,1.7,0.039656,-0.995418,-,USD,04-09-18 12:14:17,16317117157
289093413,ETH/BTC,1.92888889,0.039639,-1.1294416,-,USD,04-09-18 12:14:17,16317117157
289093407,ETH/BTC,15,0.039626,-8.7831,-,USD,04-09-18 12:14:17,16317117157
289093406,ETH/BTC,2,0.039624,-1.17108,-,USD,04-09-18 12:14:17,16317117157
289093405,ETH/BTC,5,0.039623,-2.9277,-,USD,04-09-18 12:14:17,16317117157
289093389,ETH/BTC,0.14,0.039592,-0.0819756,-,USD,04-09-18 12:14:17,16317117157
289093386,ETH/BTC,1,0.03958,-0.58554,-,USD,04-09-18 12:14:17,16317117157
289093410,ETH/BTC,0.0588,0.039634,-0.03442975,-,USD,04-09-18 12:14:17,16317117157
289093402,ETH/BTC,0.04,0.039612,-0.0234216,-,USD,04-09-18 12:14:17,16317117157
289093391,ETH/BTC,6,0.039593,-3.51324,-,USD,04-09-18 12:14:17,16317117157
289093382,ETH/BTC,34.1609,0.039573,-20.00257339,-,USD,04-09-18 12:14:17,16317117157
289093424,ETH/BTC,0.0588,0.039673,-0.03442975,-,USD,04-09-18 12:14:17,16317117157
289093416,ETH/BTC,0.04,0.039641,-0.0234216,-,USD,04-09-18 12:14:17,16317117157
289093399,ETH/BTC,19.5,0.039608,-11.41803,-,USD,04-09-18 12:14:17,16317117157
289093396,ETH/BTC,4,0.0396,-2.34216,-,USD,04-09-18 12:14:17,16317117157
289093421,ETH/BTC,94.82453959,0.039664,-55.52356091,-,USD,04-09-18 12:14:17,16317117157
289093408,ETH/BTC,2.52643536,0.039631,-1.47932896,-,USD,04-09-18 12:14:17,16317117157
289093404,ETH/BTC,55,0.039621,-32.2047,-,USD,04-09-18 12:14:17,16317117157
289093397,ETH/BTC,0.06689032,0.039608,-0.03916696,-,USD,04-09-18 12:14:17,16317117157
289093414,ETH/BTC,20.20960391,0.03964,-11.83353147,-,USD,04-09-18 12:14:17,16317117157
289093395,ETH/BTC,0.04,0.039597,-0.0234216,-,USD,04-09-18 12:14:17,16317117157
289093417,ETH/BTC,10,0.039646,-5.8554,-,USD,04-09-18 12:14:17,16317117157
289093412,ETH/BTC,10.10252804,0.039637,-5.91543427,-,USD,04-09-18 12:14:17,16317117157
289093383,ETH/BTC,8.81791401,0.039577,-5.16324137,-,USD,04-09-18 12:14:17,16317117157
289093423,ETH/BTC,21,0.039667,-12.29634,-,USD,04-09-18 12:14:17,16317117157
289093422,ETH/BTC,12.3,0.039665,-7.202142,-,USD,04-09-18 12:14:17,16317117157
289093401,ETH/BTC,0.25039618,0.039611,-0.14661698,-,USD,04-09-18 12:14:17,16317117157
289093415,ETH/BTC,0.04092941,0.039641,-0.02396581,-,USD,04-09-18 12:14:17,16317117157
289093387,ETH/BTC,10.3,0.039591,-6.031062,-,USD,04-09-18 12:14:17,16317117157
289093384,ETH/BTC,4,0.039577,-2.34216,-,USD,04-09-18 12:14:17,16317117157
289093418,ETH/BTC,0.0588,0.039654,-0.03442975,-,USD,04-09-18 12:14:17,16317117157
289093400,ETH/BTC,0.65560935,0.039611,-0.3838855,-,USD,04-09-18 12:14:17,16317117157
289093393,ETH/BTC,0.0588,0.039594,-0.03442975,-,USD,04-09-18 12:14:17,16317117157
289093381,ETH/BTC,1.9888,0.039572,-1.16452195,-,USD,04-09-18 12:14:17,16317117157
289093409,ETH/BTC,0.15227919,0.039633,-0.08916556,-,USD,04-09-18 12:14:17,16317117157
289093394,ETH/BTC,0.167188,0.039594,-0.09789526,-,USD,04-09-18 12:14:17,16317117157
289093388,ETH/BTC,0.14,0.039592,-0.0819756,-,USD,04-09-18 12:14:17,16317117157
289093392,ETH/BTC,7,0.039593,-4.09878,-,USD,04-09-18 12:14:17,16317117157
289060860,ETH/USD,21,287.82,-12.08844,0.20%,USD,04-09-18 11:03:37,16315131434
289060849,ETH/USD,12.7498782,287.62,-7.33423994,0.20%,USD,04-09-18 11:03:37,16315131434
289060846,ETH/USD,1.5,287.57,-0.86271,0.20%,USD,04-09-18 11:03:37,16315131434
289060844,ETH/USD,0.06,287.55,-0.034506,0.20%,USD,04-09-18 11:03:37,16315131434
289060854,ETH/USD,42.1,287.75,-24.22855,0.20%,USD,04-09-18 11:03:37,16315131434
289060847,ETH/USD,7,287.59,-4.02626,0.20%,USD,04-09-18 11:03:37,16315131434
289060845,ETH/USD,1,287.56,-0.57512,0.20%,USD,04-09-18 11:03:37,16315131434
289060839,ETH/USD,13,287.48,-7.47448,0.20%,USD,04-09-18 11:03:37,16315131434
289060864,ETH/USD,0.1595889,287.83,-0.09186895,0.20%,USD,04-09-18 11:03:37,16315131434
289060837,ETH/USD,1.5,287.46,-0.86238,0.20%,USD,04-09-18 11:03:37,16315131434
289060830,ETH/USD,1.0971765,287.38,-0.63061317,0.20%,USD,04-09-18 11:03:37,16315131434
289060862,ETH/USD,0.06,287.82650413,-0.03453918,0.20%,USD,04-09-18 11:03:37,16315131434
289060841,ETH/USD,1.5,287.53,-0.86259,0.20%,USD,04-09-18 11:03:37,16315131434
289060838,ETH/USD,10,287.47,-5.7494,0.20%,USD,04-09-18 11:03:37,16315131434
289060863,ETH/USD,0.06,287.83,-0.0345396,0.20%,USD,04-09-18 11:03:37,16315131434
289060836,ETH/USD,11,287.45,-6.3239,0.20%,USD,04-09-18 11:03:37,16315131434
289060856,ETH/USD,12.5,287.76,-7.194,0.20%,USD,04-09-18 11:03:37,16315131434
289060843,ETH/USD,0.06,287.53749848,-0.0345045,0.20%,USD,04-09-18 11:03:37,16315131434
289060853,ETH/USD,22.7,287.75,-13.06385,0.20%,USD,04-09-18 11:03:37,16315131434
289060848,ETH/USD,3,287.61,-1.72566,0.20%,USD,04-09-18 11:03:37,16315131434
289060859,ETH/USD,0.04,287.8,-0.023024,0.20%,USD,04-09-18 11:03:37,16315131434
289060851,ETH/USD,0.3761203,287.73,-0.21644219,0.20%,USD,04-09-18 11:03:37,16315131434
289060858,ETH/USD,1,287.79,-0.57558,0.20%,USD,04-09-18 11:03:37,16315131434
289060833,ETH/USD,181.457,287.41033633,-104.3052348,0.20%,USD,04-09-18 11:03:37,16315131434
289060855,ETH/USD,0.34750862,287.76,-0.19999816,0.20%,USD,04-09-18 11:03:37,16315131434
289060852,ETH/USD,6.90375583,287.74,-3.97297341,0.20%,USD,04-09-18 11:03:37,16315131434
289060850,ETH/USD,0.2,287.64,-0.115056,0.20%,USD,04-09-18 11:03:37,16315131434
289060834,ETH/USD,115.92,287.42,-66.6354528,0.20%,USD,04-09-18 11:03:37,16315131434
289060829,ETH/USD,8.7019895,287.36302831,-5.00126011,0.20%,USD,04-09-18 11:03:37,16315131434
289060826,ETH/USD,4.65938915,287.29473407,-2.67723593,0.20%,USD,04-09-18 11:03:37,16315131434
289060840,ETH/USD,5,287.5,-2.875,0.20%,USD,04-09-18 11:03:37,16315131434
289060835,ETH/USD,5,287.45,-2.8745,0.20%,USD,04-09-18 11:03:37,16315131434
289060827,ETH/USD,0.537,287.34,-0.30860316,0.20%,USD,04-09-18 11:03:37,16315131434
289060831,ETH/USD,7.810593,287.39,-4.48937264,0.20%,USD,04-09-18 11:03:37,16315131434
288971898,ETH/USD,-14,281.94,-7.89432,0.20%,USD,04-09-18 04:30:06,16196496849
288971897,ETH/USD,-6.2127859,281.96,-3.50351422,0.20%,USD,04-09-18 04:30:06,16196496849
288971911,ETH/USD,-2,281.8,-1.1272,0.20%,USD,04-09-18 04:30:06,16196496849
288971912,ETH/USD,-6.04042853,281.8,-3.40438552,0.20%,USD,04-09-18 04:30:06,16196496849
288971910,ETH/USD,-0.09,281.8,-0.050724,0.20%,USD,04-09-18 04:30:06,16196496849
288971907,ETH/USD,-5.73141289,281.84,-3.23068282,0.20%,USD,04-09-18 04:30:06,16196496849
288971899,ETH/USD,-0.1,281.92,-0.056384,0.20%,USD,04-09-18 04:30:06,16196496849
288971905,ETH/USD,-5.85506342,281.88,-3.30085055,0.20%,USD,04-09-18 04:30:06,16196496849
288971903,ETH/USD,-1,281.89208753,-0.56378418,0.20%,USD,04-09-18 04:30:06,16196496849
288971900,ETH/USD,-6.11604962,281.92,-3.44847342,0.20%,USD,04-09-18 04:30:06,16196496849
288971913,ETH/USD,-154.54372933,281.8,-87.10084585,0.20%,USD,04-09-18 04:30:06,16196496849
288971906,ETH/USD,-0.0402999,281.86,-0.02271786,0.20%,USD,04-09-18 04:30:06,16196496849
288971895,ETH/USD,-6.18951592,282,-3.49088698,0.20%,USD,04-09-18 04:30:06,16196496849
288971894,ETH/USD,-292.08071449,282,-164.73352297,0.20%,USD,04-09-18 04:30:06,16196496849
288968921,ETH/BTC,-84.07253665,0.039254,-48.09285387,-,USD,04-09-18 04:23:34,16196511617
288968915,ETH/BTC,-4.479,0.039261,-2.56216716,-,USD,04-09-18 04:23:34,16196511617
288968881,ETH/BTC,-12.68639535,0.039373,-7.2571256,-,USD,04-09-18 04:23:34,16196511617
288968924,ETH/BTC,-2.16386971,0.039241,-1.23782003,-,USD,04-09-18 04:23:34,16196511617
288968922,ETH/BTC,-8.4,0.039253,-4.805136,-,USD,04-09-18 04:23:34,16196511617
288968899,ETH/BTC,-10.2972,0.039323,-5.89041029,-,USD,04-09-18 04:23:34,16196511617
288968890,ETH/BTC,-0.14,0.039336,-0.0800856,-,USD,04-09-18 04:23:34,16196511617
288968885,ETH/BTC,-0.06,0.039357,-0.0343224,-,USD,04-09-18 04:23:34,16196511617
288968873,ETH/BTC,-4,0.039381,-2.28816,-,USD,04-09-18 04:23:34,16196511617
288968872,ETH/BTC,-5.77665233,0.039384,-3.3044762,-,USD,04-09-18 04:23:34,16196511617
288968898,ETH/BTC,-11.1,0.039323,-6.349644,-,USD,04-09-18 04:23:34,16196511617
288968897,ETH/BTC,-0.25139556,0.039324,-0.14380832,-,USD,04-09-18 04:23:34,16196511617
288968891,ETH/BTC,-12.3,0.039334,-7.036092,-,USD,04-09-18 04:23:34,16196511617
288968880,ETH/BTC,-12.67170491,0.039375,-7.24872208,-,USD,04-09-18 04:23:34,16196511617
288968896,ETH/BTC,-12.68651431,0.039327,-7.25719365,-,USD,04-09-18 04:23:34,16196511617
288968865,ETH/BTC,-2.9,0.0394,-1.658916,-,USD,04-09-18 04:23:34,16196511617
288968892,ETH/BTC,-10,0.039332,-5.7204,-,USD,04-09-18 04:23:34,16196511617
288968886,ETH/BTC,-0.25409835,0.039354,-0.14535442,-,USD,04-09-18 04:23:34,16196511617
288968882,ETH/BTC,-3.21192097,0.039369,-1.83734727,-,USD,04-09-18 04:23:34,16196511617
288968918,ETH/BTC,-0.06,0.039259,-0.0343224,-,USD,04-09-18 04:23:34,16196511617
288968902,ETH/BTC,-22.41817782,0.039314,-12.82409444,-,USD,04-09-18 04:23:34,16196511617
288968895,ETH/BTC,-1.03589905,0.039327,-0.59257569,-,USD,04-09-18 04:23:34,16196511617
288968888,ETH/BTC,-0.04012759,0.039341,-0.02295459,-,USD,04-09-18 04:23:34,16196511617
288968868,ETH/BTC,-5,0.039396,-2.8602,-,USD,04-09-18 04:23:34,16196511617
288968923,ETH/BTC,-72.31,0.039242,-41.3642124,-,USD,04-09-18 04:23:34,16196511617
288968916,ETH/BTC,-4.493,0.03926,-2.57017572,-,USD,04-09-18 04:23:34,16196511617
288968900,ETH/BTC,-0.06,0.039318,-0.0343224,-,USD,04-09-18 04:23:34,16196511617
288968889,ETH/BTC,-0.06,0.039338,-0.0343224,-,USD,04-09-18 04:23:34,16196511617
288968919,ETH/BTC,-6.25,0.039257,-3.57525,-,USD,04-09-18 04:23:34,16196511617
288968917,ETH/BTC,-20,0.039259,-11.4408,-,USD,04-09-18 04:23:34,16196511617
288968901,ETH/BTC,-0.93150503,0.039316,-0.53285814,-,USD,04-09-18 04:23:34,16196511617
288968879,ETH/BTC,-0.17140152,0.039375,-0.09804853,-,USD,04-09-18 04:23:34,16196511617
288968869,ETH/BTC,-2,0.039396,-1.14408,-,USD,04-09-18 04:23:34,16196511617
288968903,ETH/BTC,-80.94647833,0.039313,-46.30462346,-,USD,04-09-18 04:23:34,16196511617
288968887,ETH/BTC,-1.029499,0.03935,-0.58891461,-,USD,04-09-18 04:23:34,16196511617
288968884,ETH/BTC,-7,0.039362,-4.00428,-,USD,04-09-18 04:23:34,16196511617
288968877,ETH/BTC,-0.06,0.039377,-0.0343224,-,USD,04-09-18 04:23:34,16196511617
288968912,ETH/BTC,-0.87322516,0.039267,-0.49951972,-,USD,04-09-18 04:23:34,16196511617
288968908,ETH/BTC,-11,0.039283,-6.29244,-,USD,04-09-18 04:23:34,16196511617
288968914,ETH/BTC,-0.3461122,0.039265,-0.19799002,-,USD,04-09-18 04:23:34,16196511617
288968878,ETH/BTC,-4,0.039377,-2.28816,-,USD,04-09-18 04:23:34,16196511617
288968913,ETH/BTC,-14,0.039267,-8.00856,-,USD,04-09-18 04:23:34,16196511617
288968905,ETH/BTC,-6.25,0.0393,-3.57525,-,USD,04-09-18 04:23:34,16196511617
288968894,ETH/BTC,-1.0151,0.039331,-0.5806778,-,USD,04-09-18 04:23:34,16196511617
288968864,ETH/BTC,-1.01,0.0394,-0.5777604,-,USD,04-09-18 04:23:34,16196511617
288968893,ETH/BTC,-6.21631494,0.039331,-3.5559808,-,USD,04-09-18 04:23:34,16196511617
288968920,ETH/BTC,-1.74736584,0.039254,-0.99956316,-,USD,04-09-18 04:23:34,16196511617
288968904,ETH/BTC,-6.9,0.039308,-3.947076,-,USD,04-09-18 04:23:34,16196511617
288968875,ETH/BTC,-1.1339,0.039378,-0.64863616,-,USD,04-09-18 04:23:34,16196511617
288968866,ETH/BTC,-2,0.0394,-1.14408,-,USD,04-09-18 04:23:34,16196511617
288968906,ETH/BTC,-0.06,0.039298,-0.0343224,-,USD,04-09-18 04:23:34,16196511617
288968883,ETH/BTC,-0.1,0.039367,-0.057204,-,USD,04-09-18 04:23:34,16196511617
288968874,ETH/BTC,-5.2,0.03938,-2.974608,-,USD,04-09-18 04:23:34,16196511617
288968911,ETH/BTC,-1.00760538,0.039268,-0.57639058,-,USD,04-09-18 04:23:34,16196511617
288968910,ETH/BTC,-0.06,0.039279,-0.0343224,-,USD,04-09-18 04:23:34,16196511617
288968909,ETH/BTC,-5.003,0.039281,-2.86191612,-,USD,04-09-18 04:23:34,16196511617
288968867,ETH/BTC,-0.06,0.039397,-0.0343224,-,USD,04-09-18 04:23:34,16196511617
288968907,ETH/BTC,-7,0.039296,-4.00428,-,USD,04-09-18 04:23:34,16196511617
288968870,ETH/BTC,-2,0.03939,-1.14408,-,USD,04-09-18 04:23:34,16196511617
288968871,ETH/BTC,-1.7,0.039389,-0.972468,-,USD,04-09-18 04:23:34,16196511617
288019441,ETH/BTC,1.07598638,0.041284,-0.63743585,-,USD,01-09-18 15:51:19,16196365215
288019438,ETH/BTC,0.0597,0.041277,-0.03536747,-,USD,01-09-18 15:51:19,16196365215
288019436,ETH/BTC,4,0.041268,-2.36984,-,USD,01-09-18 15:51:19,16196365215
288019435,ETH/BTC,5.237,0.041267,-3.10250354,-,USD,01-09-18 15:51:19,16196365215
288019465,ETH/BTC,0.4,0.041369,-0.236984,-,USD,01-09-18 15:51:19,16196365215
288019462,ETH/BTC,4.84848485,0.041359,-2.87233939,-,USD,01-09-18 15:51:19,16196365215
288019467,ETH/BTC,0.2,0.041369,-0.118492,-,USD,01-09-18 15:51:19,16196365215
288019459,ETH/BTC,1.51947128,0.041355,-0.90022595,-,USD,01-09-18 15:51:19,16196365215
288019460,ETH/BTC,0.0597,0.041359,-0.03536986,-,USD,01-09-18 15:51:19,16196365215
288019455,ETH/BTC,11,0.041345,-6.51552,-,USD,01-09-18 15:51:19,16196365215
288019448,ETH/BTC,0.0597,0.041318,-0.03536986,-,USD,01-09-18 15:51:19,16196365215
288019446,ETH/BTC,1.35128288,0.041312,-0.80058106,-,USD,01-09-18 15:51:19,16196365215
288019470,ETH/BTC,8.30207369,0.04137,-4.9183145,-,USD,01-09-18 15:51:19,16196365215
