#,DESCRIPTION,CURRENCY,AMOUNT,BALANCE,DATE,WALLET
2566079931,Trading fees for 1.967 ETH (ETHUSD) @ 122.3982 on BFX (0.2%) on wallet margin,USD,-0.48151453,-175.50136918,18-12-19 12:01:19,margin
2566079926,Trading fees for 4.813 ETH (ETHUSD) @ 122.4034 on BFX (0.2%) on wallet margin,USD,-1.17825545,-175.01985465,18-12-19 12:01:19,margin
2566079923,Trading fees for 6.157 ETH (ETHUSD) @ 122.4368 on BFX (0.2%) on wallet margin,USD,-1.50768688,-173.8415992,18-12-19 12:01:19,margin
2566079921,Trading fees for 20.0 ETH (ETHUSD) @ 122.47 on BFX (0.2%) on wallet margin,USD,-4.8988,-172.33391232,18-12-19 12:01:19,margin
2566079918,Trading fees for 41.388 ETH (ETHUSD) @ 122.4 on BFX (0.2%) on wallet margin,USD,-10.1317824,-167.43511232,18-12-19 12:01:19,margin
2566079912,Trading fees for 102.9535 ETH (ETHUSD) @ 122.43 on BFX (0.2%) on wallet margin,USD,-25.20919401,-157.30332992,18-12-19 12:01:19,margin
2566079905,Trading fees for 2.097 ETH (ETHUSD) @ 122.4257 on BFX (0.2%) on wallet margin,USD,-0.5134534,-132.09413591,18-12-19 12:01:19,margin
2566079901,Trading fees for 1.593 ETH (ETHUSD) @ 122.3992 on BFX (0.2%) on wallet margin,USD,-0.38996373,-131.58068251,18-12-19 12:01:19,margin
2566079900,Trading fees for 0.25 ETH (ETHUSD) @ 122.45 on BFX (0.2%) on wallet margin,USD,-0.061225,-131.19071878,18-12-19 12:01:19,margin
2566079890,Trading fees for 3.0 ETH (ETHUSD) @ 122.4702 on BFX (0.2%) on wallet margin,USD,-0.73482112,-131.12949378,18-12-19 12:01:19,margin
2566079889,Trading fees for 0.05695764 ETH (ETHUSD) @ 122.5909 on BFX (0.2%) on wallet margin,USD,-0.01396556,-130.39467266,18-12-19 12:01:19,margin
2566079888,Trading fees for 1.313 ETH (ETHUSD) @ 122.4448 on BFX (0.2%) on wallet margin,USD,-0.3215401,-130.3807071,18-12-19 12:01:19,margin
2566079887,Trading fees for 5.0 ETH (ETHUSD) @ 122.48 on BFX (0.2%) on wallet margin,USD,-1.2248,-130.059167,18-12-19 12:01:19,margin
2566079886,Trading fees for 0.05695764 ETH (ETHUSD) @ 122.5926 on BFX (0.2%) on wallet margin,USD,-0.01396575,-128.834367,18-12-19 12:01:19,margin
2566079882,Trading fees for 19.52912357 ETH (ETHUSD) @ 122.49 on BFX (0.2%) on wallet margin,USD,-4.78424504,-128.82040125,18-12-19 12:01:19,margin
2566079880,Trading fees for 1.00155511 ETH (ETHUSD) @ 122.5926 on BFX (0.2%) on wallet margin,USD,-0.24556762,-124.03615621,18-12-19 12:01:19,margin
2566079878,Trading fees for 2.5 ETH (ETHUSD) @ 122.51 on BFX (0.2%) on wallet margin,USD,-0.61255,-123.79058859,18-12-19 12:01:19,margin
2566079874,Trading fees for 0.05695764 ETH (ETHUSD) @ 122.59 on BFX (0.2%) on wallet margin,USD,-0.01396545,-123.17803859,18-12-19 12:01:19,margin
2566079868,Trading fees for 3.0 ETH (ETHUSD) @ 122.5 on BFX (0.2%) on wallet margin,USD,-0.735,-123.16407314,18-12-19 12:01:19,margin
2566079854,Trading fees for 0.05695764 ETH (ETHUSD) @ 122.5933 on BFX (0.2%) on wallet margin,USD,-0.01396583,-122.42907314,18-12-19 12:01:19,margin
2566076894,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00358632,18-12-19 11:58:28,exchange
2566076893,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00358616,18-12-19 11:58:28,exchange
2566076892,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00358602,18-12-19 11:58:28,exchange
2566076884,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00021338,0.00358588,18-12-19 11:58:28,exchange
2566076878,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.0033725,18-12-19 11:58:28,exchange
2566076873,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00337236,18-12-19 11:58:28,exchange
2566076868,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.0033722,18-12-19 11:58:28,exchange
2566076866,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00337204,18-12-19 11:58:28,exchange
2566076864,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00337188,18-12-19 11:58:28,exchange
2566076862,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00337174,18-12-19 11:58:28,exchange
2566076853,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.0033716,18-12-19 11:58:28,exchange
2566076839,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00337146,18-12-19 11:58:28,exchange
2566076833,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.0033713,18-12-19 11:58:28,exchange
2566076828,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00337114,18-12-19 11:58:28,exchange
2566076823,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00337098,18-12-19 11:58:28,exchange
2566076820,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00337082,18-12-19 11:58:28,exchange
2566076817,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00337066,18-12-19 11:58:28,exchange
2566076813,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.0033705,18-12-19 11:58:28,exchange
2566076800,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00000745,0.00337034,18-12-19 11:58:28,exchange
2566076789,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00336289,18-12-19 11:58:28,exchange
2566076780,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00336275,18-12-19 11:58:28,exchange
2566076778,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00336261,18-12-19 11:58:28,exchange
2566076777,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00336247,18-12-19 11:58:28,exchange
2566076771,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00336233,18-12-19 11:58:28,exchange
2566076766,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00336217,18-12-19 11:58:28,exchange
2566076750,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00336203,18-12-19 11:58:28,exchange
2566076746,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00336189,18-12-19 11:58:28,exchange
2566076742,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00336173,18-12-19 11:58:28,exchange
2566076738,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00336159,18-12-19 11:58:28,exchange
2566076736,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00336143,18-12-19 11:58:28,exchange
2566076726,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00336129,18-12-19 11:58:28,exchange
2566076721,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00336113,18-12-19 11:58:28,exchange
2566076711,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00336099,18-12-19 11:58:28,exchange
2566076709,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00336083,18-12-19 11:58:28,exchange
2566076702,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00336067,18-12-19 11:58:28,exchange
2566076698,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00336051,18-12-19 11:58:28,exchange
2566076697,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00336037,18-12-19 11:58:28,exchange
2566076695,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00336021,18-12-19 11:58:28,exchange
2566076693,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00336007,18-12-19 11:58:28,exchange
2566076679,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335993,18-12-19 11:58:28,exchange
2566076677,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335977,18-12-19 11:58:28,exchange
2566076674,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335961,18-12-19 11:58:28,exchange
2566076672,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335945,18-12-19 11:58:28,exchange
2566076669,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335931,18-12-19 11:58:28,exchange
2566076667,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335917,18-12-19 11:58:28,exchange
2566076664,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335901,18-12-19 11:58:28,exchange
2566076660,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335887,18-12-19 11:58:28,exchange
2566076646,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335873,18-12-19 11:58:28,exchange
2566076641,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335859,18-12-19 11:58:28,exchange
2566076639,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335845,18-12-19 11:58:28,exchange
2566076637,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335829,18-12-19 11:58:28,exchange
2566076635,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335815,18-12-19 11:58:28,exchange
2566076628,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335799,18-12-19 11:58:28,exchange
2566076625,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335785,18-12-19 11:58:28,exchange
2566076622,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335769,18-12-19 11:58:28,exchange
2566076619,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335753,18-12-19 11:58:28,exchange
2566076618,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335737,18-12-19 11:58:28,exchange
2566076614,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335723,18-12-19 11:58:28,exchange
2566076608,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335707,18-12-19 11:58:28,exchange
2566076604,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335691,18-12-19 11:58:28,exchange
2566076599,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335675,18-12-19 11:58:28,exchange
2566076592,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335659,18-12-19 11:58:28,exchange
2566076586,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335645,18-12-19 11:58:28,exchange
2566076582,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335631,18-12-19 11:58:28,exchange
2566076579,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335617,18-12-19 11:58:28,exchange
2566076571,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335601,18-12-19 11:58:28,exchange
2566076563,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335587,18-12-19 11:58:28,exchange
2566076558,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335571,18-12-19 11:58:28,exchange
2566076557,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335557,18-12-19 11:58:28,exchange
2566076554,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335541,18-12-19 11:58:28,exchange
2566076551,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335527,18-12-19 11:58:28,exchange
2566076545,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335511,18-12-19 11:58:28,exchange
2566076540,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335495,18-12-19 11:58:28,exchange
2566076538,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335481,18-12-19 11:58:28,exchange
2566076536,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335465,18-12-19 11:58:28,exchange
2566076533,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335449,18-12-19 11:58:28,exchange
2566076521,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335433,18-12-19 11:58:28,exchange
2566076512,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335417,18-12-19 11:58:28,exchange
2566076509,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335401,18-12-19 11:58:28,exchange
2566076506,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335385,18-12-19 11:58:28,exchange
2566076502,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335369,18-12-19 11:58:28,exchange
2566076500,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335353,18-12-19 11:58:28,exchange
2566076498,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335339,18-12-19 11:58:28,exchange
2566076496,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335323,18-12-19 11:58:28,exchange
2566076484,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335309,18-12-19 11:58:28,exchange
2566076480,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335293,18-12-19 11:58:28,exchange
2566076471,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335277,18-12-19 11:58:28,exchange
2566076470,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335261,18-12-19 11:58:28,exchange
2566076458,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335247,18-12-19 11:58:28,exchange
2566076449,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335233,18-12-19 11:58:28,exchange
2566076445,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335217,18-12-19 11:58:28,exchange
2566076435,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335201,18-12-19 11:58:28,exchange
2566076432,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335185,18-12-19 11:58:28,exchange
2566076428,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335169,18-12-19 11:58:28,exchange
2566076424,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335153,18-12-19 11:58:28,exchange
2566076421,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335139,18-12-19 11:58:28,exchange
2566076418,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335125,18-12-19 11:58:28,exchange
2566076416,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335111,18-12-19 11:58:28,exchange
2566076409,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335095,18-12-19 11:58:28,exchange
2566076388,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335079,18-12-19 11:58:28,exchange
2566076386,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00335063,18-12-19 11:58:28,exchange
2566076383,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335047,18-12-19 11:58:28,exchange
2566076373,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335033,18-12-19 11:58:28,exchange
2566076369,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335019,18-12-19 11:58:28,exchange
2566076368,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00335005,18-12-19 11:58:28,exchange
2566076366,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334991,18-12-19 11:58:28,exchange
2566076364,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334977,18-12-19 11:58:28,exchange
2566076361,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00334963,18-12-19 11:58:28,exchange
2566076357,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00334947,18-12-19 11:58:28,exchange
2566076355,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334931,18-12-19 11:58:28,exchange
2566076350,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334917,18-12-19 11:58:28,exchange
2566076337,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00334903,18-12-19 11:58:28,exchange
2566076331,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00334887,18-12-19 11:58:28,exchange
2566076328,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334871,18-12-19 11:58:28,exchange
2566076318,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334857,18-12-19 11:58:28,exchange
2566076314,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334843,18-12-19 11:58:28,exchange
2566076310,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00334829,18-12-19 11:58:28,exchange
2566076307,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334813,18-12-19 11:58:28,exchange
2566076298,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334799,18-12-19 11:58:28,exchange
2566076295,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334785,18-12-19 11:58:28,exchange
2566076291,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334771,18-12-19 11:58:28,exchange
2566076289,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00334757,18-12-19 11:58:28,exchange
2566076284,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334741,18-12-19 11:58:28,exchange
2566076283,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334727,18-12-19 11:58:28,exchange
2566076280,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334713,18-12-19 11:58:28,exchange
2566076278,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334699,18-12-19 11:58:28,exchange
2566076276,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334685,18-12-19 11:58:28,exchange
2566076273,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334671,18-12-19 11:58:28,exchange
2566076263,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334657,18-12-19 11:58:28,exchange
2566076259,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00334643,18-12-19 11:58:28,exchange
2566076256,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334627,18-12-19 11:58:28,exchange
2566076241,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334613,18-12-19 11:58:28,exchange
2566076238,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334599,18-12-19 11:58:28,exchange
2566076235,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00334585,18-12-19 11:58:28,exchange
2566076234,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334569,18-12-19 11:58:28,exchange
2566076226,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334555,18-12-19 11:58:28,exchange
2566076224,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334541,18-12-19 11:58:28,exchange
2566076219,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00334527,18-12-19 11:58:28,exchange
2566076216,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334511,18-12-19 11:58:28,exchange
2566076209,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00334497,18-12-19 11:58:28,exchange
2566076195,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00334481,18-12-19 11:58:28,exchange
2566076193,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00334465,18-12-19 11:58:28,exchange
2566076184,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00334449,18-12-19 11:58:28,exchange
2566076172,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00334433,18-12-19 11:58:28,exchange
2566076158,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334417,18-12-19 11:58:28,exchange
2566076155,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00334403,18-12-19 11:58:28,exchange
2566076152,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00003847,0.00334389,18-12-19 11:58:28,exchange
2566076150,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.4e-7,0.00330542,18-12-19 11:58:28,exchange
2566076149,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,1.6e-7,0.00330528,18-12-19 11:58:28,exchange
2566076146,"Affiliate Rebate (self,rebate:4.9646%) on wallet exchange",BTC,0.00015817,0.00330512,18-12-19 11:58:28,exchange
